onset	duration	trial_type	item	key	RT
7	7	belief	0	2	3.5
20	7	belief	0	2	2.359
33	7	photo	0	2	1.767
46	7	belief	0	2	2.176
59	7	belief	0	2	2.275
72	7	photo	0	1	2.028
85	7	photo	0	2	2.32
98	7	belief	0	1	2.274
111	7	photo	0	2	2.122
124	7	belief	0	1	2.46
