onset	duration	trial_type	item	key	RT
7	7	belief	0	2	2.172
20	7	belief	0	2	2.226
33	7	photo	0	1	3.945
46	7	belief	0	1	3.262
59	7	photo	0	1	2.833
72	7	belief	0	0	0.0
85	7	photo	0	1	1.691
98	7	belief	0	2	3.408
111	7	belief	0	1	2.694
124	7	photo	0	2	1.705
