onset	duration	trial_type	item	key	RT
7	7	belief	0	4	3.227
20	7	belief	0	4	3.125
33	7	photo	0	4	1.561
46	7	belief	0	1	3.329
59	7	photo	0	1	2.007
72	7	belief	0	4	2.423
85	7	photo	0	4	2.857
98	7	belief	0	1	2.638
111	7	belief	0	1	2.141
124	7	photo	0	3	2.549
