onset	duration	trial_type	item	key	RT
7	7	belief	0	1	1.309
20	7	belief	0	2	0.702
33	7	photo	0	1	1.462
46	7	belief	0	1	2.647
59	7	belief	0	2	0.673
72	7	photo	0	1	0.801
85	7	photo	0	1	0.858
98	7	belief	0	2	2.052
111	7	photo	0	2	1.903
124	7	belief	0	1	0.695
