onset	duration	trial_type	item	key	RT
7	7	belief	0	0	0.0
20	7	belief	0	1	2.949
33	7	photo	0	1	2.857
46	7	belief	0	1	3.436
59	7	photo	0	1	3.188
72	7	belief	0	0	0.0
85	7	photo	0	1	2.646
98	7	belief	0	3	2.628
111	7	belief	0	1	2.957
124	7	photo	0	3	1.661
