onset	duration	trial_type	item	key	RT
7	7	belief	0	1	2.984
20	7	belief	0	2	3.318
33	7	photo	0	1	3.238
46	7	belief	0	1	1.99
59	7	belief	0	1	2.07
72	7	photo	0	1	2.23
85	7	photo	0	1	1.829
98	7	belief	0	2	2.726
111	7	photo	0	2	1.916
124	7	belief	0	0	0.0
