onset	duration	trial_type	item	key	RT
7	7	belief	0	0	0.0
20	7	belief	0	0	0.0
33	7	photo	0	1	3.543
46	7	belief	0	1	2.204
59	7	photo	0	1	3.09
72	7	belief	0	1	2.339
85	7	photo	0	1	2.689
98	7	belief	0	2	2.475
111	7	belief	0	2	1.69
124	7	photo	0	2	1.562
