onset	duration	trial_type	item	key	RT
7	7	belief	0	2	1.805
20	7	belief	0	2	1.803
33	7	photo	0	2	1.26
46	7	belief	0	2	1.939
59	7	belief	0	2	2.745
72	7	photo	0	1	1.76
85	7	photo	0	2	2.3
98	7	belief	0	1	2.694
111	7	photo	0	2	1.843
124	7	belief	0	1	2.437
