onset	duration	trial_type	item	key	RT
7	7	belief	0	3	2.106
20	7	belief	0	2	3.901
33	7	photo	0	3	1.528
46	7	belief	0	2	3.092
59	7	photo	0	2	1.695
72	7	belief	0	3	2.014
85	7	photo	0	3	2.803
98	7	belief	0	2	1.665
111	7	belief	0	2	2.107
124	7	photo	0	3	2.097
