onset	duration	trial_type	item	key	RT
7	7	belief	0	2	3.462
20	7	belief	0	2	2.646
33	7	photo	0	2	1.58
46	7	belief	0	2	2.427
59	7	belief	0	2	2.528
72	7	photo	0	1	2.69
85	7	photo	0	2	3.772
98	7	belief	0	1	2.673
111	7	photo	0	2	2.649
124	7	belief	0	1	2.434
